!13C to 13N bdecay
!From ../13c-13n_betadecay.dat compiled by GMP from Schwab et al. 2017
!Experimental data used from Zegers et al. 2008
!
!Log(rhoY)       Log(T)        mu        dQ           Vs           Log(beta-decay-rate)   nu-energy-loss    gamma-energy
!Log(g/cm^3)     Log(K)        erg       erg          erg          Log(1/s)               Log(erg/s)        Log(erg/s)
8.380000       8.300000     0.000000   0.058300     0.0149       -99.999000           -1.057943e+02         -100.00
8.380000       8.350000     0.000000   0.057900     0.0149       -99.999000           -1.057943e+02         -100.00
8.380000       8.400000     0.000000   0.057500     0.0149       -99.999000           -1.057943e+02         -100.00
8.380000       8.450000     0.000000   0.057100     0.0149       -99.999000           -1.007077e+02         -100.00
8.380000       8.500000     0.000000   0.056600     0.0149       -99.999000           -9.101519e+01         -100.00
8.380000       8.550000     0.000000   0.056100     0.0149       -99.999000           -8.235279e+01         -100.00
8.380000       8.600000     0.000000   0.055600     0.0149       -99.999000           -7.460839e+01         -100.00
8.380000       8.650000     0.000000   0.055100     0.0149       -99.999000           -6.768189e+01         -100.00
8.380000       8.700000     0.000000   0.054500     0.0149       -99.999000           -6.148419e+01         -100.00
8.380000       8.750000     0.000000   0.053900     0.0149       -99.999000           -5.593579e+01         -100.00
8.380000       8.800000     0.000000   0.053200     0.0149       -99.999000           -5.096569e+01         -100.00
8.380000       8.850000     0.000000   0.052600     0.0149       -99.999000           -4.651089e+01         -100.00
8.380000       8.900000     0.000000   0.051900     0.0149       -99.999000           -4.251499e+01         -100.00
8.380000       8.950000     0.000000   0.051100     0.0149       -99.999000           -3.892759e+01         -100.00
8.380000       9.000000     0.000000   0.050300     0.0149       -99.999000           -3.570409e+01         -100.00
8.380000       9.050000     0.000000   0.049500     0.0149       -99.999000           -3.280439e+01         -100.00
8.380000       9.100000     0.000000   0.048600     0.0149       -99.999000           -3.019289e+01         -100.00
8.380000       9.150000     0.000000   0.047700     0.0149       -99.999000           -2.783779e+01         -100.00
8.380000       9.200000     0.000000   0.046800     0.0149       -99.999000           -2.571069e+01         -100.00
8.380000       9.250000     0.000000   0.045800     0.0149       -99.999000           -2.378619e+01         -100.00
8.380000       9.300000     0.000000   0.044800     0.0149       -99.999000           -2.204189e+01         -100.00
8.380000       9.350000     0.000000   0.043800     0.0149       -99.999000           -2.045749e+01         -100.00
8.380000       9.400000     0.000000   0.042700     0.0149       -99.999000           -1.901509e+01         -100.00
8.380000       9.450000     0.000000   0.043500     0.0149       -99.999000           -1.769579e+01         -100.00
8.380000       9.500000     0.000000   0.042600     0.0149       -99.999000           -1.649069e+01         -100.00
8.380000       9.550000     0.000000   0.041700     0.0149       -99.999000           -1.538429e+01         -100.00
8.380000       9.600000     0.000000   0.038100     0.0149       -99.999000           -1.436779e+01         -100.00
8.380000       9.650000     0.000000   0.036900     0.0149       -99.999000           -1.342539e+01         -100.00
8.400000       8.000000     0.000000   0.061100     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.050000     0.000000   0.060900     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.100000     0.000000   0.060600     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.150000     0.000000   0.060300     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.200000     0.000000   0.060000     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.250000     0.000000   0.059600     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.300000     0.000000   0.059300     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.350000     0.000000   0.058900     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.400000     0.000000   0.058500     0.0151       -99.999000           -1.057943e+02         -100.00
8.400000       8.450000     0.000000   0.058000     0.0151       -99.999000           -1.015626e+02         -100.00
8.400000       8.500000     0.000000   0.057600     0.0151       -99.999000           -9.177719e+01         -100.00
8.400000       8.550000     0.000000   0.057100     0.0151       -99.999000           -8.303209e+01         -100.00
8.400000       8.600000     0.000000   0.056600     0.0151       -99.999000           -7.521399e+01         -100.00
8.400000       8.650000     0.000000   0.056000     0.0151       -99.999000           -6.822179e+01         -100.00
8.400000       8.700000     0.000000   0.055400     0.0151       -99.999000           -6.196549e+01         -100.00
8.400000       8.750000     0.000000   0.054800     0.0151       -99.999000           -5.636489e+01         -100.00
8.400000       8.800000     0.000000   0.054200     0.0151       -99.999000           -5.134839e+01         -100.00
8.400000       8.850000     0.000000   0.053500     0.0151       -99.999000           -4.685209e+01         -100.00
8.400000       8.900000     0.000000   0.052800     0.0151       -99.999000           -4.281919e+01         -100.00
8.400000       8.950000     0.000000   0.052000     0.0151       -99.999000           -3.919899e+01         -100.00
8.400000       9.000000     0.000000   0.051200     0.0151       -99.999000           -3.594609e+01         -100.00
8.400000       9.050000     0.000000   0.050400     0.0151       -99.999000           -3.302029e+01         -100.00
8.400000       9.100000     0.000000   0.049500     0.0151       -99.999000           -3.038549e+01         -100.00
8.400000       9.150000     0.000000   0.048600     0.0151       -99.999000           -2.800969e+01         -100.00
8.400000       9.200000     0.000000   0.047700     0.0151       -99.999000           -2.586409e+01         -100.00
8.400000       9.250000     0.000000   0.046700     0.0151       -99.999000           -2.392329e+01         -100.00
8.400000       9.300000     0.000000   0.045700     0.0151       -99.999000           -2.216429e+01         -100.00
8.400000       9.350000     0.000000   0.044600     0.0151       -99.999000           -2.056699e+01         -100.00
8.400000       9.400000     0.000000   0.043500     0.0151       -99.999000           -1.911289e+01         -100.00
8.400000       9.450000     0.000000   0.042400     0.0151       -99.999000           -1.778609e+01         -100.00
8.400000       9.500000     0.000000   0.043400     0.0151       -99.999000           -1.656919e+01         -100.00
8.400000       9.550000     0.000000   0.042400     0.0151       -99.999000           -1.545469e+01         -100.00
8.400000       9.600000     0.000000   0.038900     0.0151       -99.999000           -1.443099e+01         -100.00
8.400000       9.650000     0.000000   0.037600     0.0151       -99.999000           -1.348239e+01         -100.00
8.420000       8.000000     0.000000   0.062100     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.050000     0.000000   0.061800     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.100000     0.000000   0.061600     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.150000     0.000000   0.061300     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.200000     0.000000   0.060900     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.250000     0.000000   0.060600     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.300000     0.000000   0.060200     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.350000     0.000000   0.059800     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.400000     0.000000   0.059400     0.0153       -99.999000           -1.057943e+02         -100.00
8.420000       8.450000     0.000000   0.059000     0.0153       -99.999000           -1.024310e+02         -100.00
8.420000       8.500000     0.000000   0.058500     0.0153       -99.999000           -9.255129e+01         -100.00
8.420000       8.550000     0.000000   0.058000     0.0153       -99.999000           -8.372219e+01         -100.00
8.420000       8.600000     0.000000   0.057500     0.0153       -99.999000           -7.582909e+01         -100.00
8.420000       8.650000     0.000000   0.057000     0.0153       -99.999000           -6.877019e+01         -100.00
8.420000       8.700000     0.000000   0.056400     0.0153       -99.999000           -6.245449e+01         -100.00
8.420000       8.750000     0.000000   0.055700     0.0153       -99.999000           -5.680079e+01         -100.00
8.420000       8.800000     0.000000   0.055100     0.0153       -99.999000           -5.173699e+01         -100.00
8.420000       8.850000     0.000000   0.054400     0.0153       -99.999000           -4.719869e+01         -100.00
8.420000       8.900000     0.000000   0.053700     0.0153       -99.999000           -4.312819e+01         -100.00
8.420000       8.950000     0.000000   0.052900     0.0153       -99.999000           -3.947459e+01         -100.00
8.420000       9.000000     0.000000   0.052100     0.0153       -99.999000           -3.619189e+01         -100.00
8.420000       9.050000     0.000000   0.051300     0.0153       -99.999000           -3.323959e+01         -100.00
8.420000       9.100000     0.000000   0.050400     0.0153       -99.999000           -3.058119e+01         -100.00
8.420000       9.150000     0.000000   0.049500     0.0153       -99.999000           -2.818429e+01         -100.00
8.420000       9.200000     0.000000   0.048500     0.0153       -99.999000           -2.601999e+01         -100.00
8.420000       9.250000     0.000000   0.047500     0.0153       -99.999000           -2.406249e+01         -100.00
8.420000       9.300000     0.000000   0.046500     0.0153       -99.999000           -2.228869e+01         -100.00
8.420000       9.350000     0.000000   0.045500     0.0153       -99.999000           -2.067809e+01         -100.00
8.420000       9.400000     0.000000   0.044400     0.0153       -99.999000           -1.921229e+01         -100.00
8.420000       9.450000     0.000000   0.043200     0.0153       -99.999000           -1.787499e+01         -100.00
8.420000       9.500000     0.000000   0.044200     0.0153       -99.999000           -1.664889e+01         -100.00
8.420000       9.550000     0.000000   0.043200     0.0153       -99.999000           -1.552619e+01         -100.00
8.420000       9.600000     0.000000   0.039600     0.0153       -99.999000           -1.449519e+01         -100.00
8.420000       9.650000     0.000000   0.038300     0.0153       -99.999000           -1.354009e+01         -100.00
8.440000       8.000000     0.000000   0.063100     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.050000     0.000000   0.062800     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.100000     0.000000   0.062500     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.150000     0.000000   0.062200     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.200000     0.000000   0.061900     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.250000     0.000000   0.061600     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.300000     0.000000   0.061200     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.350000     0.000000   0.060800     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.400000     0.000000   0.060400     0.0156       -99.999000           -1.057943e+02         -100.00
8.440000       8.450000     0.000000   0.060000     0.0156       -99.999000           -1.033131e+02         -100.00
8.440000       8.500000     0.000000   0.059500     0.0156       -99.999000           -9.333769e+01         -100.00
8.440000       8.550000     0.000000   0.059000     0.0156       -99.999000           -8.442319e+01         -100.00
8.440000       8.600000     0.000000   0.058500     0.0156       -99.999000           -7.645399e+01         -100.00
8.440000       8.650000     0.000000   0.057900     0.0156       -99.999000           -6.932729e+01         -100.00
8.440000       8.700000     0.000000   0.057300     0.0156       -99.999000           -6.295109e+01         -100.00
8.440000       8.750000     0.000000   0.056700     0.0156       -99.999000           -5.724359e+01         -100.00
8.440000       8.800000     0.000000   0.056000     0.0156       -99.999000           -5.213179e+01         -100.00
8.440000       8.850000     0.000000   0.055300     0.0156       -99.999000           -4.755069e+01         -100.00
8.440000       8.900000     0.000000   0.054600     0.0156       -99.999000           -4.344219e+01         -100.00
8.440000       8.950000     0.000000   0.053800     0.0156       -99.999000           -3.975449e+01         -100.00
8.440000       9.000000     0.000000   0.053000     0.0156       -99.999000           -3.644159e+01         -100.00
8.440000       9.050000     0.000000   0.052200     0.0156       -99.999000           -3.346229e+01         -100.00
8.440000       9.100000     0.000000   0.051300     0.0156       -99.999000           -3.077989e+01         -100.00
8.440000       9.150000     0.000000   0.050400     0.0156       -99.999000           -2.836159e+01         -100.00
8.440000       9.200000     0.000000   0.049400     0.0156       -99.999000           -2.617829e+01         -100.00
8.440000       9.250000     0.000000   0.048400     0.0156       -99.999000           -2.420379e+01         -100.00
8.440000       9.300000     0.000000   0.047400     0.0156       -99.999000           -2.241489e+01         -100.00
8.440000       9.350000     0.000000   0.046300     0.0156       -99.999000           -2.079089e+01         -100.00
8.440000       9.400000     0.000000   0.045200     0.0156       -99.999000           -1.931319e+01         -100.00
8.440000       9.450000     0.000000   0.044100     0.0156       -99.999000           -1.796529e+01         -100.00
8.440000       9.500000     0.000000   0.045000     0.0156       -99.999000           -1.672969e+01         -100.00
8.440000       9.550000     0.000000   0.044000     0.0156       -99.999000           -1.559869e+01         -100.00
8.440000       9.600000     0.000000   0.040400     0.0156       -99.999000           -1.456029e+01         -100.00
8.440000       9.650000     0.000000   0.039100     0.0156       -99.999000           -1.359869e+01         -100.00
8.460000       8.000000     0.000000   0.064100     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.050000     0.000000   0.063800     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.100000     0.000000   0.063600     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.150000     0.000000   0.063200     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.200000     0.000000   0.062900     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.250000     0.000000   0.062600     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.300000     0.000000   0.062200     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.350000     0.000000   0.061800     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.400000     0.000000   0.061400     0.0158       -99.999000           -1.057943e+02         -100.00
8.460000       8.450000     0.000000   0.061000     0.0158       -99.999000           -1.042092e+02         -100.00
8.460000       8.500000     0.000000   0.060500     0.0158       -99.999000           -9.413649e+01         -100.00
8.460000       8.550000     0.000000   0.060000     0.0158       -99.999000           -8.513519e+01         -100.00
8.460000       8.600000     0.000000   0.059400     0.0158       -99.999000           -7.708879e+01         -100.00
8.460000       8.650000     0.000000   0.058900     0.0158       -99.999000           -6.989319e+01         -100.00
8.460000       8.700000     0.000000   0.058300     0.0158       -99.999000           -6.345559e+01         -100.00
8.460000       8.750000     0.000000   0.057700     0.0158       -99.999000           -5.769339e+01         -100.00
8.460000       8.800000     0.000000   0.057000     0.0158       -99.999000           -5.253289e+01         -100.00
8.460000       8.850000     0.000000   0.056300     0.0158       -99.999000           -4.790829e+01         -100.00
8.460000       8.900000     0.000000   0.055500     0.0158       -99.999000           -4.376099e+01         -100.00
8.460000       8.950000     0.000000   0.054800     0.0158       -99.999000           -4.003889e+01         -100.00
8.460000       9.000000     0.000000   0.054000     0.0158       -99.999000           -3.669529e+01         -100.00
8.460000       9.050000     0.000000   0.053100     0.0158       -99.999000           -3.368859e+01         -100.00
8.460000       9.100000     0.000000   0.052200     0.0158       -99.999000           -3.098179e+01         -100.00
8.460000       9.150000     0.000000   0.051300     0.0158       -99.999000           -2.854179e+01         -100.00
8.460000       9.200000     0.000000   0.050300     0.0158       -99.999000           -2.633909e+01         -100.00
8.460000       9.250000     0.000000   0.049300     0.0158       -99.999000           -2.434729e+01         -100.00
8.460000       9.300000     0.000000   0.048300     0.0158       -99.999000           -2.254309e+01         -100.00
8.460000       9.350000     0.000000   0.047200     0.0158       -99.999000           -2.090549e+01         -100.00
8.460000       9.400000     0.000000   0.046000     0.0158       -99.999000           -1.941559e+01         -100.00
8.460000       9.450000     0.000000   0.044900     0.0158       -99.999000           -1.805689e+01         -100.00
8.460000       9.500000     0.000000   0.045800     0.0158       -99.999000           -1.681179e+01         -100.00
8.460000       9.550000     0.000000   0.044800     0.0158       -99.999000           -1.567229e+01         -100.00
8.460000       9.600000     0.000000   0.041200     0.0158       -99.999000           -1.462639e+01         -100.00
8.460000       9.650000     0.000000   0.039900     0.0158       -99.999000           -1.365809e+01         -100.00
8.480000       8.000000     0.000000   0.065100     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.050000     0.000000   0.064900     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.100000     0.000000   0.064600     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.150000     0.000000   0.064300     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.200000     0.000000   0.063900     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.250000     0.000000   0.063600     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.300000     0.000000   0.063200     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.350000     0.000000   0.062800     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.400000     0.000000   0.062400     0.0161       -99.999000           -1.057943e+02         -100.00
8.480000       8.450000     0.000000   0.062000     0.0161       -99.999000           -1.051194e+02         -100.00
8.480000       8.500000     0.000000   0.061500     0.0161       -99.999000           -9.494789e+01         -100.00
8.480000       8.550000     0.000000   0.061000     0.0161       -99.999000           -8.585859e+01         -100.00
8.480000       8.600000     0.000000   0.060400     0.0161       -99.999000           -7.773359e+01         -100.00
8.480000       8.650000     0.000000   0.059900     0.0161       -99.999000           -7.046799e+01         -100.00
8.480000       8.700000     0.000000   0.059300     0.0161       -99.999000           -6.396809e+01         -100.00
8.480000       8.750000     0.000000   0.058600     0.0161       -99.999000           -5.815029e+01         -100.00
8.480000       8.800000     0.000000   0.058000     0.0161       -99.999000           -5.294019e+01         -100.00
8.480000       8.850000     0.000000   0.057300     0.0161       -99.999000           -4.827149e+01         -100.00
8.480000       8.900000     0.000000   0.056500     0.0161       -99.999000           -4.408489e+01         -100.00
8.480000       8.950000     0.000000   0.055700     0.0161       -99.999000           -4.032769e+01         -100.00
8.480000       9.000000     0.000000   0.054900     0.0161       -99.999000           -3.695289e+01         -100.00
8.480000       9.050000     0.000000   0.054000     0.0161       -99.999000           -3.391839e+01         -100.00
8.480000       9.100000     0.000000   0.053100     0.0161       -99.999000           -3.118679e+01         -100.00
8.480000       9.150000     0.000000   0.052200     0.0161       -99.999000           -2.872469e+01         -100.00
8.480000       9.200000     0.000000   0.051200     0.0161       -99.999000           -2.650229e+01         -100.00
8.480000       9.250000     0.000000   0.050200     0.0161       -99.999000           -2.449309e+01         -100.00
8.480000       9.300000     0.000000   0.049100     0.0161       -99.999000           -2.267329e+01         -100.00
8.480000       9.350000     0.000000   0.048000     0.0161       -99.999000           -2.102179e+01         -100.00
8.480000       9.400000     0.000000   0.046900     0.0161       -99.999000           -1.951969e+01         -100.00
8.480000       9.450000     0.000000   0.045700     0.0161       -99.999000           -1.814999e+01         -100.00
8.480000       9.500000     0.000000   0.046600     0.0161       -99.999000           -1.689519e+01         -100.00
8.480000       9.550000     0.000000   0.045600     0.0161       -99.999000           -1.574699e+01         -100.00
8.480000       9.600000     0.000000   0.042000     0.0161       -99.999000           -1.469339e+01         -100.00
8.480000       9.650000     0.000000   0.040700     0.0161       -99.999000           -1.371839e+01         -100.00
8.500000       8.000000     0.000000   0.066200     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.050000     0.000000   0.065900     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.100000     0.000000   0.065600     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.150000     0.000000   0.065300     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.200000     0.000000   0.065000     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.250000     0.000000   0.064600     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.300000     0.000000   0.064300     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.350000     0.000000   0.063900     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.400000     0.000000   0.063400     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.450000     0.000000   0.063000     0.0163       -99.999000           -1.057943e+02         -100.00
8.500000       8.500000     0.000000   0.062500     0.0163       -99.999000           -9.577209e+01         -100.00
8.500000       8.550000     0.000000   0.062000     0.0163       -99.999000           -8.659329e+01         -100.00
8.500000       8.600000     0.000000   0.061500     0.0163       -99.999000           -7.838859e+01         -100.00
8.500000       8.650000     0.000000   0.060900     0.0163       -99.999000           -7.105189e+01         -100.00
8.500000       8.700000     0.000000   0.060300     0.0163       -99.999000           -6.448859e+01         -100.00
8.500000       8.750000     0.000000   0.059600     0.0163       -99.999000           -5.861439e+01         -100.00
8.500000       8.800000     0.000000   0.059000     0.0163       -99.999000           -5.335399e+01         -100.00
8.500000       8.850000     0.000000   0.058200     0.0163       -99.999000           -4.864049e+01         -100.00
8.500000       8.900000     0.000000   0.057500     0.0163       -99.999000           -4.441389e+01         -100.00
8.500000       8.950000     0.000000   0.056700     0.0163       -99.999000           -4.062109e+01         -100.00
8.500000       9.000000     0.000000   0.055900     0.0163       -99.999000           -3.721459e+01         -100.00
8.500000       9.050000     0.000000   0.055000     0.0163       -99.999000           -3.415179e+01         -100.00
8.500000       9.100000     0.000000   0.054100     0.0163       -99.999000           -3.139499e+01         -100.00
8.500000       9.150000     0.000000   0.053100     0.0163       -99.999000           -2.891049e+01         -100.00
8.500000       9.200000     0.000000   0.052100     0.0163       -99.999000           -2.666819e+01         -100.00
8.500000       9.250000     0.000000   0.051100     0.0163       -99.999000           -2.464119e+01         -100.00
8.500000       9.300000     0.000000   0.050000     0.0163       -99.999000           -2.280559e+01         -100.00
8.500000       9.350000     0.000000   0.048900     0.0163       -99.999000           -2.113989e+01         -100.00
8.500000       9.400000     0.000000   0.047800     0.0163       -99.999000           -1.962529e+01         -100.00
8.500000       9.450000     0.000000   0.046600     0.0163       -99.999000           -1.824449e+01         -100.00
8.500000       9.500000     0.000000   0.047500     0.0163       -99.999000           -1.697969e+01         -100.00
8.500000       9.550000     0.000000   0.046500     0.0163       -99.999000           -1.582279e+01         -100.00
8.500000       9.600000     0.000000   0.042900     0.0163       -99.999000           -1.476149e+01         -100.00
8.500000       9.650000     0.000000   0.041500     0.0163       -99.999000           -1.377959e+01         -100.00
8.520000       8.000000     0.000000   0.067200     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.050000     0.000000   0.067000     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.100000     0.000000   0.066700     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.150000     0.000000   0.066400     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.200000     0.000000   0.066000     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.250000     0.000000   0.065700     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.300000     0.000000   0.065300     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.350000     0.000000   0.064900     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.400000     0.000000   0.064500     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.450000     0.000000   0.064000     0.0165       -99.999000           -1.057943e+02         -100.00
8.520000       8.500000     0.000000   0.063500     0.0165       -99.999000           -9.660939e+01         -100.00
8.520000       8.550000     0.000000   0.063000     0.0165       -99.999000           -8.733969e+01         -100.00
8.520000       8.600000     0.000000   0.062500     0.0165       -99.999000           -7.905389e+01         -100.00
8.520000       8.650000     0.000000   0.061900     0.0165       -99.999000           -7.164509e+01         -100.00
8.520000       8.700000     0.000000   0.061300     0.0165       -99.999000           -6.501739e+01         -100.00
8.520000       8.750000     0.000000   0.060600     0.0165       -99.999000           -5.908579e+01         -100.00
8.520000       8.800000     0.000000   0.060000     0.0165       -99.999000           -5.377429e+01         -100.00
8.520000       8.850000     0.000000   0.059200     0.0165       -99.999000           -4.901519e+01         -100.00
8.520000       8.900000     0.000000   0.058500     0.0165       -99.999000           -4.474809e+01         -100.00
8.520000       8.950000     0.000000   0.057700     0.0165       -99.999000           -4.091919e+01         -100.00
8.520000       9.000000     0.000000   0.056800     0.0165       -99.999000           -3.748029e+01         -100.00
8.520000       9.050000     0.000000   0.056000     0.0165       -99.999000           -3.438889e+01         -100.00
8.520000       9.100000     0.000000   0.055000     0.0165       -99.999000           -3.160649e+01         -100.00
8.520000       9.150000     0.000000   0.054100     0.0165       -99.999000           -2.909919e+01         -100.00
8.520000       9.200000     0.000000   0.053100     0.0165       -99.999000           -2.683659e+01         -100.00
8.520000       9.250000     0.000000   0.052000     0.0165       -99.999000           -2.479149e+01         -100.00
8.520000       9.300000     0.000000   0.051000     0.0165       -99.999000           -2.293979e+01         -100.00
8.520000       9.350000     0.000000   0.049900     0.0165       -99.999000           -2.125989e+01         -100.00
8.520000       9.400000     0.000000   0.048700     0.0165       -99.999000           -1.973249e+01         -100.00
8.520000       9.450000     0.000000   0.047500     0.0165       -99.999000           -1.834039e+01         -100.00
8.520000       9.500000     0.000000   0.048300     0.0165       -99.999000           -1.706559e+01         -100.00
8.520000       9.550000     0.000000   0.047300     0.0165       -99.999000           -1.589979e+01         -100.00
8.520000       9.600000     0.000000   0.046300     0.0165       -99.999000           -1.482799e+01         -100.00
8.520000       9.650000     0.000000   0.042300     0.0165       -99.999000           -1.384169e+01         -100.00
8.540000       8.000000     0.000000   0.068300     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.050000     0.000000   0.068000     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.100000     0.000000   0.067700     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.150000     0.000000   0.067400     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.200000     0.000000   0.067100     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.250000     0.000000   0.066700     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.300000     0.000000   0.066400     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.350000     0.000000   0.066000     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.400000     0.000000   0.065500     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.450000     0.000000   0.065100     0.0168       -99.999000           -1.057943e+02         -100.00
8.540000       8.500000     0.000000   0.064600     0.0168       -99.999000           -9.745979e+01         -100.00
8.540000       8.550000     0.000000   0.064100     0.0168       -99.999000           -8.809779e+01         -100.00
8.540000       8.600000     0.000000   0.063500     0.0168       -99.999000           -7.972979e+01         -100.00
8.540000       8.650000     0.000000   0.062900     0.0168       -99.999000           -7.224749e+01         -100.00
8.540000       8.700000     0.000000   0.062300     0.0168       -99.999000           -6.555449e+01         -100.00
8.540000       8.750000     0.000000   0.061700     0.0168       -99.999000           -5.956469e+01         -100.00
8.540000       8.800000     0.000000   0.061000     0.0168       -99.999000           -5.420129e+01         -100.00
8.540000       8.850000     0.000000   0.060300     0.0168       -99.999000           -4.939589e+01         -100.00
8.540000       8.900000     0.000000   0.059500     0.0168       -99.999000           -4.508749e+01         -100.00
8.540000       8.950000     0.000000   0.058700     0.0168       -99.999000           -4.122189e+01         -100.00
8.540000       9.000000     0.000000   0.057800     0.0168       -99.999000           -3.775029e+01         -100.00
8.540000       9.050000     0.000000   0.057000     0.0168       -99.999000           -3.462969e+01         -100.00
8.540000       9.100000     0.000000   0.056000     0.0168       -99.999000           -3.182129e+01         -100.00
8.540000       9.150000     0.000000   0.055100     0.0168       -99.999000           -2.929089e+01         -100.00
8.540000       9.200000     0.000000   0.054000     0.0168       -99.999000           -2.700759e+01         -100.00
8.540000       9.250000     0.000000   0.053000     0.0168       -99.999000           -2.494419e+01         -100.00
8.540000       9.300000     0.000000   0.051900     0.0168       -99.999000           -2.307619e+01         -100.00
8.540000       9.350000     0.000000   0.050800     0.0168       -99.999000           -2.138169e+01         -100.00
8.540000       9.400000     0.000000   0.049600     0.0168       -99.999000           -1.984139e+01         -100.00
8.540000       9.450000     0.000000   0.048400     0.0168       -99.999000           -1.843779e+01         -100.00
8.540000       9.500000     0.000000   0.047200     0.0168       -99.999000           -1.715549e+01         -100.00
8.540000       9.550000     0.000000   0.048200     0.0168       -99.999000           -1.597789e+01         -100.00
8.540000       9.600000     0.000000   0.047200     0.0168       -99.999000           -1.489799e+01         -100.00
8.540000       9.650000     0.000000   0.043200     0.0168       -99.999000           -1.390459e+01         -100.00
8.560000       8.000000     0.000000   0.069400     0.0171       -99.999000           -1.057943e+02         -100.00
8.560000       8.050000     0.000000   0.069100     0.0171       -99.999000           -1.057943e+02         -100.00
8.560000       8.100000     0.000000   0.068800     0.0171       -99.999000           -1.057943e+02         -100.00
8.560000       8.150000     0.000000   0.068500     0.0171       -99.999000           -1.057943e+02         -100.00
8.560000       8.200000     0.000000   0.068200     0.0171       -99.999000           -1.057943e+02         -100.00
8.560000       8.250000     0.000000   0.067800     0.0171       -99.999000           -1.057943e+02         -100.00
8.560000       8.300000     0.000000   0.067400     0.0171       -99.999000           -1.057943e+02         -100.00
