!13N to 13C e-capture
!From ../13n-13c_electroncapture.dat compiled by GMP from Schwab et al. 2017
!Experimental data used from Zegers et al. 2008
!
!Log(rhoY)       Log(T)        mu        dQ           Vs           Log(e-cap-rate)   nu-energy-loss       gamma-energy
!Log(g/cm^3)     Log(K)        erg       erg          erg          Log(1/s)          Log(erg/s)           Log(erg/s)
8.900000       8.850000     0.000000   -0.081600     0.0221       0.786000             -4.310690e+00         -100.00
8.900000       8.900000     0.000000   -0.080800     0.0221       0.786500             -4.309990e+00         -100.00
8.900000       8.950000     0.000000   -0.079800     0.0221       0.787000             -4.309190e+00         -100.00
8.900000       9.000000     0.000000   -0.078800     0.0221       0.787700             -4.308290e+00         -100.00
8.900000       9.050000     0.000000   -0.077800     0.0221       0.788500             -4.307190e+00         -100.00
8.900000       9.100000     0.000000   -0.076700     0.0221       0.789400             -4.305890e+00         -100.00
8.900000       9.150000     0.000000   -0.075600     0.0221       0.790500             -4.304290e+00         -100.00
8.900000       9.200000     0.000000   -0.074400     0.0221       0.791900             -4.302290e+00         -100.00
8.900000       9.250000     0.000000   -0.073100     0.0221       0.793500             -4.299890e+00         -100.00
8.900000       9.300000     0.000000   -0.071800     0.0221       0.795600             -4.296990e+00         -100.00
8.900000       9.350000     0.000000   -0.070400     0.0221       0.798100             -4.293290e+00         -100.00
8.900000       9.400000     0.000000   -0.069000     0.0221       0.801100             -4.288890e+00         -100.00
8.900000       9.450000     0.000000   -0.067500     0.0221       0.804900             -4.283390e+00         -100.00
8.900000       9.500000     0.000000   -0.066000     0.0221       0.809500             -4.276490e+00         -100.00
8.900000       9.550000     0.000000   -0.064400     0.0221       0.815200             -4.268090e+00         -100.00
8.900000       9.600000     0.000000   -0.062800     0.0221       0.822200             -4.257690e+00         -100.00
8.900000       9.650000     0.000000   -0.064100     0.0221       0.830300             -4.245490e+00         -100.00
8.920000       8.000000     0.000000   -0.092200     0.0224       0.814700             -4.279490e+00         -100.00
8.920000       8.050000     0.000000   -0.091900     0.0224       0.814700             -4.279390e+00         -100.00
8.920000       8.100000     0.000000   -0.091600     0.0224       0.814800             -4.279290e+00         -100.00
8.920000       8.150000     0.000000   -0.091300     0.0224       0.814900             -4.279190e+00         -100.00
8.920000       8.200000     0.000000   -0.090900     0.0224       0.815000             -4.279090e+00         -100.00
8.920000       8.250000     0.000000   -0.090500     0.0224       0.815100             -4.278890e+00         -100.00
8.920000       8.300000     0.000000   -0.090100     0.0224       0.815200             -4.278790e+00         -100.00
8.920000       8.350000     0.000000   -0.089600     0.0224       0.815300             -4.278590e+00         -100.00
8.920000       8.400000     0.000000   -0.089100     0.0224       0.815400             -4.278490e+00         -100.00
8.920000       8.450000     0.000000   -0.088600     0.0224       0.815500             -4.278290e+00         -100.00
8.920000       8.500000     0.000000   -0.088000     0.0224       0.815700             -4.278090e+00         -100.00
8.920000       8.550000     0.000000   -0.087400     0.0224       0.815900             -4.277790e+00         -100.00
8.920000       8.600000     0.000000   -0.086800     0.0224       0.816100             -4.277590e+00         -100.00
8.920000       8.650000     0.000000   -0.086100     0.0224       0.816300             -4.277290e+00         -100.00
8.920000       8.700000     0.000000   -0.085400     0.0224       0.816500             -4.276890e+00         -100.00
8.920000       8.750000     0.000000   -0.084700     0.0224       0.816800             -4.276490e+00         -100.00
8.920000       8.800000     0.000000   -0.083900     0.0224       0.817200             -4.276090e+00         -100.00
8.920000       8.850000     0.000000   -0.083000     0.0224       0.817600             -4.275490e+00         -100.00
8.920000       8.900000     0.000000   -0.082100     0.0224       0.818000             -4.274890e+00         -100.00
8.920000       8.950000     0.000000   -0.081200     0.0224       0.818600             -4.274090e+00         -100.00
8.920000       9.000000     0.000000   -0.080200     0.0224       0.819200             -4.273190e+00         -100.00
8.920000       9.050000     0.000000   -0.079100     0.0224       0.820000             -4.272090e+00         -100.00
8.920000       9.100000     0.000000   -0.078000     0.0224       0.820900             -4.270790e+00         -100.00
8.920000       9.150000     0.000000   -0.076900     0.0224       0.822000             -4.269190e+00         -100.00
8.920000       9.200000     0.000000   -0.075700     0.0224       0.823300             -4.267290e+00         -100.00
8.920000       9.250000     0.000000   -0.074400     0.0224       0.824900             -4.264990e+00         -100.00
8.920000       9.300000     0.000000   -0.073100     0.0224       0.826900             -4.262090e+00         -100.00
8.920000       9.350000     0.000000   -0.071700     0.0224       0.829400             -4.258490e+00         -100.00
8.920000       9.400000     0.000000   -0.070300     0.0224       0.832300             -4.254090e+00         -100.00
8.920000       9.450000     0.000000   -0.068800     0.0224       0.836000             -4.248690e+00         -100.00
8.920000       9.500000     0.000000   -0.067200     0.0224       0.840500             -4.241990e+00         -100.00
8.920000       9.550000     0.000000   -0.065700     0.0224       0.846100             -4.233690e+00         -100.00
8.920000       9.600000     0.000000   -0.064000     0.0224       0.853000             -4.223490e+00         -100.00
8.920000       9.650000     0.000000   -0.065300     0.0224       0.860900             -4.211590e+00         -100.00
8.940000       8.000000     0.000000   -0.093700     0.0228       0.846300             -4.244190e+00         -100.00
8.940000       8.050000     0.000000   -0.093400     0.0228       0.846400             -4.244090e+00         -100.00
8.940000       8.100000     0.000000   -0.093100     0.0228       0.846400             -4.243990e+00         -100.00
8.940000       8.150000     0.000000   -0.092700     0.0228       0.846500             -4.243890e+00         -100.00
8.940000       8.200000     0.000000   -0.092300     0.0228       0.846600             -4.243790e+00         -100.00
8.940000       8.250000     0.000000   -0.091900     0.0228       0.846700             -4.243590e+00         -100.00
8.940000       8.300000     0.000000   -0.091500     0.0228       0.846800             -4.243490e+00         -100.00
8.940000       8.350000     0.000000   -0.091100     0.0228       0.846900             -4.243390e+00         -100.00
8.940000       8.400000     0.000000   -0.090600     0.0228       0.847000             -4.243190e+00         -100.00
8.940000       8.450000     0.000000   -0.090000     0.0228       0.847200             -4.242990e+00         -100.00
8.940000       8.500000     0.000000   -0.089500     0.0228       0.847300             -4.242790e+00         -100.00
8.940000       8.550000     0.000000   -0.088900     0.0228       0.847500             -4.242590e+00         -100.00
8.940000       8.600000     0.000000   -0.088200     0.0228       0.847700             -4.242290e+00         -100.00
8.940000       8.650000     0.000000   -0.087600     0.0228       0.847900             -4.241990e+00         -100.00
8.940000       8.700000     0.000000   -0.086800     0.0228       0.848200             -4.241690e+00         -100.00
8.940000       8.750000     0.000000   -0.086100     0.0228       0.848500             -4.241290e+00         -100.00
8.940000       8.800000     0.000000   -0.085300     0.0228       0.848800             -4.240790e+00         -100.00
8.940000       8.850000     0.000000   -0.084400     0.0228       0.849200             -4.240290e+00         -100.00
8.940000       8.900000     0.000000   -0.083500     0.0228       0.849600             -4.239590e+00         -100.00
8.940000       8.950000     0.000000   -0.082600     0.0228       0.850100             -4.238890e+00         -100.00
8.940000       9.000000     0.000000   -0.081600     0.0228       0.850800             -4.237990e+00         -100.00
8.940000       9.050000     0.000000   -0.080500     0.0228       0.851500             -4.236890e+00         -100.00
8.940000       9.100000     0.000000   -0.079400     0.0228       0.852400             -4.235590e+00         -100.00
8.940000       9.150000     0.000000   -0.078200     0.0228       0.853500             -4.234090e+00         -100.00
8.940000       9.200000     0.000000   -0.077000     0.0228       0.854800             -4.232190e+00         -100.00
8.940000       9.250000     0.000000   -0.075700     0.0228       0.856400             -4.229890e+00         -100.00
8.940000       9.300000     0.000000   -0.074400     0.0228       0.858300             -4.226990e+00         -100.00
8.940000       9.350000     0.000000   -0.073000     0.0228       0.860700             -4.223490e+00         -100.00
8.940000       9.400000     0.000000   -0.071600     0.0228       0.863600             -4.219190e+00         -100.00
8.940000       9.450000     0.000000   -0.070100     0.0228       0.867200             -4.213890e+00         -100.00
8.940000       9.500000     0.000000   -0.068500     0.0228       0.871700             -4.207390e+00         -100.00
8.940000       9.550000     0.000000   -0.066900     0.0228       0.877100             -4.199290e+00         -100.00
8.940000       9.600000     0.000000   -0.065200     0.0228       0.883800             -4.189190e+00         -100.00
8.940000       9.650000     0.000000   -0.066500     0.0228       0.891600             -4.177590e+00         -100.00
8.960000       8.000000     0.000000   -0.095200     0.0231       0.878000             -4.208790e+00         -100.00
8.960000       8.050000     0.000000   -0.094900     0.0231       0.878100             -4.208690e+00         -100.00
8.960000       8.100000     0.000000   -0.094600     0.0231       0.878100             -4.208590e+00         -100.00
8.960000       8.150000     0.000000   -0.094200     0.0231       0.878200             -4.208490e+00         -100.00
8.960000       8.200000     0.000000   -0.093800     0.0231       0.878300             -4.208390e+00         -100.00
8.960000       8.250000     0.000000   -0.093400     0.0231       0.878400             -4.208190e+00         -100.00
8.960000       8.300000     0.000000   -0.093000     0.0231       0.878500             -4.208090e+00         -100.00
8.960000       8.350000     0.000000   -0.092500     0.0231       0.878600             -4.207890e+00         -100.00
8.960000       8.400000     0.000000   -0.092000     0.0231       0.878700             -4.207790e+00         -100.00
8.960000       8.450000     0.000000   -0.091500     0.0231       0.878900             -4.207590e+00         -100.00
8.960000       8.500000     0.000000   -0.090900     0.0231       0.879000             -4.207390e+00         -100.00
8.960000       8.550000     0.000000   -0.090300     0.0231       0.879200             -4.207190e+00         -100.00
8.960000       8.600000     0.000000   -0.089700     0.0231       0.879400             -4.206890e+00         -100.00
8.960000       8.650000     0.000000   -0.089000     0.0231       0.879600             -4.206590e+00         -100.00
8.960000       8.700000     0.000000   -0.088300     0.0231       0.879900             -4.206290e+00         -100.00
8.960000       8.750000     0.000000   -0.087500     0.0231       0.880100             -4.205890e+00         -100.00
8.960000       8.800000     0.000000   -0.086700     0.0231       0.880500             -4.205390e+00         -100.00
8.960000       8.850000     0.000000   -0.085800     0.0231       0.880800             -4.204890e+00         -100.00
8.960000       8.900000     0.000000   -0.084900     0.0231       0.881300             -4.204290e+00         -100.00
8.960000       8.950000     0.000000   -0.084000     0.0231       0.881800             -4.203490e+00         -100.00
8.960000       9.000000     0.000000   -0.083000     0.0231       0.882400             -4.202590e+00         -100.00
8.960000       9.050000     0.000000   -0.081900     0.0231       0.883200             -4.201590e+00         -100.00
8.960000       9.100000     0.000000   -0.080800     0.0231       0.884000             -4.200290e+00         -100.00
8.960000       9.150000     0.000000   -0.079600     0.0231       0.885100             -4.198790e+00         -100.00
8.960000       9.200000     0.000000   -0.078400     0.0231       0.886400             -4.196890e+00         -100.00
8.960000       9.250000     0.000000   -0.077100     0.0231       0.887900             -4.194690e+00         -100.00
8.960000       9.300000     0.000000   -0.075700     0.0231       0.889800             -4.191890e+00         -100.00
8.960000       9.350000     0.000000   -0.074300     0.0231       0.892200             -4.188490e+00         -100.00
8.960000       9.400000     0.000000   -0.072900     0.0231       0.895000             -4.184190e+00         -100.00
8.960000       9.450000     0.000000   -0.071300     0.0231       0.898500             -4.178990e+00         -100.00
8.960000       9.500000     0.000000   -0.069800     0.0231       0.902900             -4.172590e+00         -100.00
8.960000       9.550000     0.000000   -0.068100     0.0231       0.908200             -4.164690e+00         -100.00
8.960000       9.600000     0.000000   -0.066500     0.0231       0.914800             -4.154790e+00         -100.00
8.960000       9.650000     0.000000   -0.067700     0.0231       0.922300             -4.143390e+00         -100.00
8.980000       8.000000     0.000000   -0.096700     0.0235       0.909800             -4.173190e+00         -100.00
8.980000       8.050000     0.000000   -0.096400     0.0235       0.909800             -4.173090e+00         -100.00
8.980000       8.100000     0.000000   -0.096100     0.0235       0.909900             -4.172990e+00         -100.00
8.980000       8.150000     0.000000   -0.095700     0.0235       0.910000             -4.172890e+00         -100.00
8.980000       8.200000     0.000000   -0.095300     0.0235       0.910100             -4.172790e+00         -100.00
8.980000       8.250000     0.000000   -0.094900     0.0235       0.910200             -4.172690e+00         -100.00
8.980000       8.300000     0.000000   -0.094500     0.0235       0.910300             -4.172590e+00         -100.00
8.980000       8.350000     0.000000   -0.094000     0.0235       0.910400             -4.172390e+00         -100.00
8.980000       8.400000     0.000000   -0.093500     0.0235       0.910500             -4.172290e+00         -100.00
8.980000       8.450000     0.000000   -0.093000     0.0235       0.910600             -4.172090e+00         -100.00
8.980000       8.500000     0.000000   -0.092400     0.0235       0.910800             -4.171890e+00         -100.00
8.980000       8.550000     0.000000   -0.091800     0.0235       0.911000             -4.171590e+00         -100.00
8.980000       8.600000     0.000000   -0.091200     0.0235       0.911200             -4.171390e+00         -100.00
8.980000       8.650000     0.000000   -0.090500     0.0235       0.911400             -4.171090e+00         -100.00
8.980000       8.700000     0.000000   -0.089800     0.0235       0.911600             -4.170690e+00         -100.00
8.980000       8.750000     0.000000   -0.089000     0.0235       0.911900             -4.170390e+00         -100.00
8.980000       8.800000     0.000000   -0.088200     0.0235       0.912200             -4.169890e+00         -100.00
8.980000       8.850000     0.000000   -0.087300     0.0235       0.912600             -4.169390e+00         -100.00
8.980000       8.900000     0.000000   -0.086400     0.0235       0.913000             -4.168790e+00         -100.00
8.980000       8.950000     0.000000   -0.085400     0.0235       0.913500             -4.167990e+00         -100.00
8.980000       9.000000     0.000000   -0.084400     0.0235       0.914200             -4.167190e+00         -100.00
8.980000       9.050000     0.000000   -0.083300     0.0235       0.914900             -4.166090e+00         -100.00
8.980000       9.100000     0.000000   -0.082200     0.0235       0.915700             -4.164890e+00         -100.00
8.980000       9.150000     0.000000   -0.081000     0.0235       0.916800             -4.163390e+00         -100.00
8.980000       9.200000     0.000000   -0.079800     0.0235       0.918000             -4.161590e+00         -100.00
8.980000       9.250000     0.000000   -0.078400     0.0235       0.919600             -4.159290e+00         -100.00
8.980000       9.300000     0.000000   -0.077100     0.0235       0.921400             -4.156590e+00         -100.00
8.980000       9.350000     0.000000   -0.075700     0.0235       0.923700             -4.153190e+00         -100.00
8.980000       9.400000     0.000000   -0.074200     0.0235       0.926500             -4.149090e+00         -100.00
8.980000       9.450000     0.000000   -0.072700     0.0235       0.929900             -4.143990e+00         -100.00
8.980000       9.500000     0.000000   -0.071100     0.0235       0.934200             -4.137690e+00         -100.00
8.980000       9.550000     0.000000   -0.069400     0.0235       0.939400             -4.129890e+00         -100.00
8.980000       9.600000     0.000000   -0.067700     0.0235       0.945800             -4.120290e+00         -100.00
8.980000       9.650000     0.000000   -0.068900     0.0235       0.953100             -4.109090e+00         -100.00
9.000000       8.000000     0.000000   -0.098300     0.0238       0.941600             -4.137590e+00         -100.00
9.000000       8.050000     0.000000   -0.097900     0.0238       0.941700             -4.137490e+00         -100.00
9.000000       8.100000     0.000000   -0.097600     0.0238       0.941800             -4.137390e+00         -100.00
9.000000       8.150000     0.000000   -0.097200     0.0238       0.941800             -4.137290e+00         -100.00
9.000000       8.200000     0.000000   -0.096900     0.0238       0.941900             -4.137190e+00         -100.00
9.000000       8.250000     0.000000   -0.096500     0.0238       0.942000             -4.137090e+00         -100.00
9.000000       8.300000     0.000000   -0.096000     0.0238       0.942100             -4.136890e+00         -100.00
9.000000       8.350000     0.000000   -0.095500     0.0238       0.942200             -4.136790e+00         -100.00
9.000000       8.400000     0.000000   -0.095000     0.0238       0.942400             -4.136590e+00         -100.00
9.000000       8.450000     0.000000   -0.094500     0.0238       0.942500             -4.136390e+00         -100.00
9.000000       8.500000     0.000000   -0.093900     0.0238       0.942600             -4.136190e+00         -100.00
9.000000       8.550000     0.000000   -0.093300     0.0238       0.942800             -4.135990e+00         -100.00
9.000000       8.600000     0.000000   -0.092700     0.0238       0.943000             -4.135690e+00         -100.00
9.000000       8.650000     0.000000   -0.092000     0.0238       0.943200             -4.135390e+00         -100.00
9.000000       8.700000     0.000000   -0.091200     0.0238       0.943500             -4.135090e+00         -100.00
9.000000       8.750000     0.000000   -0.090500     0.0238       0.943700             -4.134690e+00         -100.00
9.000000       8.800000     0.000000   -0.089600     0.0238       0.944100             -4.134290e+00         -100.00
9.000000       8.850000     0.000000   -0.088800     0.0238       0.944400             -4.133790e+00         -100.00
9.000000       8.900000     0.000000   -0.087800     0.0238       0.944800             -4.133190e+00         -100.00
9.000000       8.950000     0.000000   -0.086900     0.0238       0.945400             -4.132390e+00         -100.00
9.000000       9.000000     0.000000   -0.085800     0.0238       0.945900             -4.131590e+00         -100.00
9.000000       9.050000     0.000000   -0.084800     0.0238       0.946700             -4.130590e+00         -100.00
9.000000       9.100000     0.000000   -0.083600     0.0238       0.947500             -4.129390e+00         -100.00
9.000000       9.150000     0.000000   -0.082400     0.0238       0.948500             -4.127890e+00         -100.00
9.000000       9.200000     0.000000   -0.081200     0.0238       0.949700             -4.126090e+00         -100.00
9.000000       9.250000     0.000000   -0.079800     0.0238       0.951200             -4.123890e+00         -100.00
9.000000       9.300000     0.000000   -0.078500     0.0238       0.953100             -4.121190e+00         -100.00
9.000000       9.350000     0.000000   -0.077000     0.0238       0.955300             -4.117890e+00         -100.00
9.000000       9.400000     0.000000   -0.075500     0.0238       0.958000             -4.113890e+00         -100.00
9.000000       9.450000     0.000000   -0.074000     0.0238       0.961400             -4.108890e+00         -100.00
9.000000       9.500000     0.000000   -0.072400     0.0238       0.965500             -4.102690e+00         -100.00
9.000000       9.550000     0.000000   -0.070700     0.0238       0.970600             -4.095090e+00         -100.00
9.000000       9.600000     0.000000   -0.069000     0.0238       0.976900             -4.085590e+00         -100.00
9.000000       9.650000     0.000000   -0.067200     0.0238       0.984600             -4.073990e+00         -100.00
9.020000       8.000000     0.000000   -0.099800     0.0242       0.973500             -4.101790e+00         -100.00
9.020000       8.050000     0.000000   -0.099500     0.0242       0.973600             -4.101690e+00         -100.00
9.020000       8.100000     0.000000   -0.099200     0.0242       0.973700             -4.101590e+00         -100.00
9.020000       8.150000     0.000000   -0.098800     0.0242       0.973800             -4.101490e+00         -100.00
9.020000       8.200000     0.000000   -0.098400     0.0242       0.973800             -4.101390e+00         -100.00
9.020000       8.250000     0.000000   -0.098000     0.0242       0.973900             -4.101290e+00         -100.00
9.020000       8.300000     0.000000   -0.097600     0.0242       0.974000             -4.101190e+00         -100.00
9.020000       8.350000     0.000000   -0.097100     0.0242       0.974100             -4.100990e+00         -100.00
9.020000       8.400000     0.000000   -0.096600     0.0242       0.974300             -4.100790e+00         -100.00
9.020000       8.450000     0.000000   -0.096000     0.0242       0.974400             -4.100690e+00         -100.00
9.020000       8.500000     0.000000   -0.095500     0.0242       0.974600             -4.100490e+00         -100.00
9.020000       8.550000     0.000000   -0.094800     0.0242       0.974700             -4.100190e+00         -100.00
9.020000       8.600000     0.000000   -0.094200     0.0242       0.974900             -4.099990e+00         -100.00
9.020000       8.650000     0.000000   -0.093500     0.0242       0.975100             -4.099690e+00         -100.00
9.020000       8.700000     0.000000   -0.092800     0.0242       0.975400             -4.099390e+00         -100.00
9.020000       8.750000     0.000000   -0.092000     0.0242       0.975600             -4.098990e+00         -100.00
9.020000       8.800000     0.000000   -0.091100     0.0242       0.975900             -4.098490e+00         -100.00
9.020000       8.850000     0.000000   -0.090300     0.0242       0.976300             -4.097990e+00         -100.00
9.020000       8.900000     0.000000   -0.089300     0.0242       0.976700             -4.097390e+00         -100.00
9.020000       8.950000     0.000000   -0.088300     0.0242       0.977200             -4.096690e+00         -100.00
9.020000       9.000000     0.000000   -0.087300     0.0242       0.977800             -4.095890e+00         -100.00
9.020000       9.050000     0.000000   -0.086200     0.0242       0.978500             -4.094890e+00         -100.00
9.020000       9.100000     0.000000   -0.085100     0.0242       0.979300             -4.093690e+00         -100.00
9.020000       9.150000     0.000000   -0.083900     0.0242       0.980300             -4.092190e+00         -100.00
9.020000       9.200000     0.000000   -0.082600     0.0242       0.981500             -4.090490e+00         -100.00
9.020000       9.250000     0.000000   -0.081300     0.0242       0.983000             -4.088290e+00         -100.00
9.020000       9.300000     0.000000   -0.079900     0.0242       0.984800             -4.085690e+00         -100.00
9.020000       9.350000     0.000000   -0.078400     0.0242       0.987000             -4.082490e+00         -100.00
9.020000       9.400000     0.000000   -0.076900     0.0242       0.989600             -4.078490e+00         -100.00
9.020000       9.450000     0.000000   -0.075300     0.0242       0.992900             -4.073590e+00         -100.00
9.020000       9.500000     0.000000   -0.073700     0.0242       0.996900             -4.067490e+00         -100.00
9.020000       9.550000     0.000000   -0.072000     0.0242       1.001900             -4.060090e+00         -100.00
9.020000       9.600000     0.000000   -0.070300     0.0242       1.008100             -4.050790e+00         -100.00
9.020000       9.650000     0.000000   -0.068500     0.0242       1.015600             -4.039390e+00         -100.00
9.040000       8.000000     0.000000   -0.101400     0.0246       1.005500             -4.065890e+00         -100.00
9.040000       8.050000     0.000000   -0.101100     0.0246       1.005600             -4.065790e+00         -100.00
9.040000       8.100000     0.000000   -0.100700     0.0246       1.005700             -4.065690e+00         -100.00
9.040000       8.150000     0.000000   -0.100400     0.0246       1.005700             -4.065590e+00         -100.00
9.040000       8.200000     0.000000   -0.100000     0.0246       1.005800             -4.065490e+00         -100.00
9.040000       8.250000     0.000000   -0.099600     0.0246       1.005900             -4.065390e+00         -100.00
9.040000       8.300000     0.000000   -0.099100     0.0246       1.006000             -4.065290e+00         -100.00
9.040000       8.350000     0.000000   -0.098700     0.0246       1.006100             -4.065090e+00         -100.00
9.040000       8.400000     0.000000   -0.098100     0.0246       1.006200             -4.064990e+00         -100.00
9.040000       8.450000     0.000000   -0.097600     0.0246       1.006400             -4.064790e+00         -100.00
9.040000       8.500000     0.000000   -0.097000     0.0246       1.006500             -4.064590e+00         -100.00
9.040000       8.550000     0.000000   -0.096400     0.0246       1.006700             -4.064390e+00         -100.00
9.040000       8.600000     0.000000   -0.095700     0.0246       1.006900             -4.064090e+00         -100.00
9.040000       8.650000     0.000000   -0.095000     0.0246       1.007100             -4.063790e+00         -100.00
9.040000       8.700000     0.000000   -0.094300     0.0246       1.007300             -4.063490e+00         -100.00
9.040000       8.750000     0.000000   -0.093500     0.0246       1.007600             -4.063090e+00         -100.00
9.040000       8.800000     0.000000   -0.092700     0.0246       1.007900             -4.062690e+00         -100.00
9.040000       8.850000     0.000000   -0.091800     0.0246       1.008300             -4.062190e+00         -100.00
9.040000       8.900000     0.000000   -0.090800     0.0246       1.008700             -4.061590e+00         -100.00
9.040000       8.950000     0.000000   -0.089800     0.0246       1.009200             -4.060890e+00         -100.00
9.040000       9.000000     0.000000   -0.088800     0.0246       1.009700             -4.060090e+00         -100.00
9.040000       9.050000     0.000000   -0.087700     0.0246       1.010400             -4.059090e+00         -100.00
9.040000       9.100000     0.000000   -0.086500     0.0246       1.011200             -4.057890e+00         -100.00
9.040000       9.150000     0.000000   -0.085300     0.0246       1.012200             -4.056490e+00         -100.00
9.040000       9.200000     0.000000   -0.084000     0.0246       1.013400             -4.054790e+00         -100.00
9.040000       9.250000     0.000000   -0.082700     0.0246       1.014800             -4.052690e+00         -100.00
9.040000       9.300000     0.000000   -0.081300     0.0246       1.016600             -4.050090e+00         -100.00
9.040000       9.350000     0.000000   -0.079800     0.0246       1.018700             -4.046890e+00         -100.00
9.040000       9.400000     0.000000   -0.078300     0.0246       1.021300             -4.042990e+00         -100.00
9.040000       9.450000     0.000000   -0.076700     0.0246       1.024500             -4.038190e+00         -100.00
9.040000       9.500000     0.000000   -0.075100     0.0246       1.028500             -4.032290e+00         -100.00
9.040000       9.550000     0.000000   -0.073400     0.0246       1.033300             -4.024990e+00         -100.00
9.040000       9.600000     0.000000   -0.071600     0.0246       1.039300             -4.015890e+00         -100.00
9.040000       9.650000     0.000000   -0.069800     0.0246       1.046700             -4.004690e+00         -100.00
9.060000       8.000000     0.000000   -0.103000     0.0249       1.037600             -4.029890e+00         -100.00
9.060000       8.050000     0.000000   -0.102700     0.0249       1.037600             -4.029790e+00         -100.00
9.060000       8.100000     0.000000   -0.102400     0.0249       1.037700             -4.029690e+00         -100.00
9.060000       8.150000     0.000000   -0.102000     0.0249       1.037800             -4.029590e+00         -100.00
9.060000       8.200000     0.000000   -0.101600     0.0249       1.037900             -4.029490e+00         -100.00
9.060000       8.250000     0.000000   -0.101200     0.0249       1.038000             -4.029390e+00         -100.00
9.060000       8.300000     0.000000   -0.100700     0.0249       1.038100             -4.029290e+00         -100.00
9.060000       8.350000     0.000000   -0.100200     0.0249       1.038200             -4.029090e+00         -100.00
9.060000       8.400000     0.000000   -0.099700     0.0249       1.038300             -4.028990e+00         -100.00
9.060000       8.450000     0.000000   -0.099200     0.0249       1.038400             -4.028790e+00         -100.00
9.060000       8.500000     0.000000   -0.098600     0.0249       1.038600             -4.028590e+00         -100.00
9.060000       8.550000     0.000000   -0.098000     0.0249       1.038700             -4.028390e+00         -100.00
9.060000       8.600000     0.000000   -0.097300     0.0249       1.038900             -4.028090e+00         -100.00
9.060000       8.650000     0.000000   -0.096600     0.0249       1.039100             -4.027790e+00         -100.00
9.060000       8.700000     0.000000   -0.095900     0.0249       1.039400             -4.027490e+00         -100.00
9.060000       8.750000     0.000000   -0.095100     0.0249       1.039600             -4.027190e+00         -100.00
9.060000       8.800000     0.000000   -0.094200     0.0249       1.039900             -4.026690e+00         -100.00
9.060000       8.850000     0.000000   -0.093300     0.0249       1.040300             -4.026190e+00         -100.00
9.060000       8.900000     0.000000   -0.092400     0.0249       1.040700             -4.025690e+00         -100.00
9.060000       8.950000     0.000000   -0.091400     0.0249       1.041200             -4.024990e+00         -100.00
9.060000       9.000000     0.000000   -0.090300     0.0249       1.041700             -4.024190e+00         -100.00
9.060000       9.050000     0.000000   -0.089200     0.0249       1.042400             -4.023190e+00         -100.00
9.060000       9.100000     0.000000   -0.088000     0.0249       1.043200             -4.021990e+00         -100.00
9.060000       9.150000     0.000000   -0.086800     0.0249       1.044200             -4.020590e+00         -100.00
9.060000       9.200000     0.000000   -0.085500     0.0249       1.045300             -4.018890e+00         -100.00
9.060000       9.250000     0.000000   -0.084200     0.0249       1.046700             -4.016890e+00         -100.00
9.060000       9.300000     0.000000   -0.082700     0.0249       1.048400             -4.014290e+00         -100.00
9.060000       9.350000     0.000000   -0.081300     0.0249       1.050500             -4.011190e+00         -100.00
9.060000       9.400000     0.000000   -0.079700     0.0249       1.053100             -4.007390e+00         -100.00
9.060000       9.450000     0.000000   -0.078100     0.0249       1.056200             -4.002690e+00         -100.00
9.060000       9.500000     0.000000   -0.076500     0.0249       1.060000             -3.996890e+00         -100.00
9.060000       9.550000     0.000000   -0.074800     0.0249       1.064800             -3.989690e+00         -100.00
9.060000       9.600000     0.000000   -0.073000     0.0249       1.070600             -3.980790e+00         -100.00
9.060000       9.650000     0.000000   -0.071200     0.0249       1.077800             -3.969890e+00         -100.00
9.080000       8.000000     0.000000   -0.104600     0.0253       1.069700             -3.993790e+00         -100.00
9.080000       8.050000     0.000000   -0.104300     0.0253       1.069800             -3.993690e+00         -100.00
9.080000       8.100000     0.000000   -0.104000     0.0253       1.069800             -3.993590e+00         -100.00
9.080000       8.150000     0.000000   -0.103600     0.0253       1.069900             -3.993490e+00         -100.00
9.080000       8.200000     0.000000   -0.103200     0.0253       1.070000             -3.993390e+00         -100.00
9.080000       8.250000     0.000000   -0.102800     0.0253       1.070100             -3.993290e+00         -100.00
9.080000       8.300000     0.000000   -0.102300     0.0253       1.070200             -3.993190e+00         -100.00
9.080000       8.350000     0.000000   -0.101900     0.0253       1.070300             -3.992990e+00         -100.00
9.080000       8.400000     0.000000   -0.101300     0.0253       1.070400             -3.992890e+00         -100.00
9.080000       8.450000     0.000000   -0.100800     0.0253       1.070500             -3.992690e+00         -100.00
9.080000       8.500000     0.000000   -0.100200     0.0253       1.070700             -3.992490e+00         -100.00
9.080000       8.550000     0.000000   -0.099600     0.0253       1.070800             -3.992290e+00         -100.00
9.080000       8.600000     0.000000   -0.098900     0.0253       1.071000             -3.991990e+00         -100.00
9.080000       8.650000     0.000000   -0.098200     0.0253       1.071200             -3.991790e+00         -100.00
9.080000       8.700000     0.000000   -0.097400     0.0253       1.071400             -3.991390e+00         -100.00
9.080000       8.750000     0.000000   -0.096600     0.0253       1.071700             -3.991090e+00         -100.00
9.080000       8.800000     0.000000   -0.095800     0.0253       1.072000             -3.990690e+00         -100.00
9.080000       8.850000     0.000000   -0.094900     0.0253       1.072400             -3.990190e+00         -100.00
